Gene,Label,Func_likelihood,Fam_size,Max_id_paralog,WGD_alpha,WGD_beta_gamma,Dup_recent,Dup_tandem,Singleton,Max_PCC_GM_abiotic,Max_PCC_SM_abiotic,Max_PCC_GM_biotic,Max_PCC_SM_biotic,Max_PCC_GM_hormone,Max_PCC_SM_hormone,Expr_med_dev,Expr_max_dev,Expr_breadth_dev
AT3G22360,unknown,0.699,6,89.86,0,0,0,1,0,0.564,0.539,0.626,0.613,0.898,0.85,5.802844432,639.2049618,3
AT5G09760,unknown,1,66,74.8,1,0,0,0,0,0.837,0.774,0.815,0.719,0.718,0.67,322.19049,968.0311687,64
AT1G02890,unknown,1,58,76.95,0,0,0,0,0,0.662,0.484,0.796,0.726,0.845,0.624,341.3415888,1519.973873,64
AT5G65205,unknown,0.979,66,76.17,0,0,0,0,0,0.799,0.732,0.78,0.643,0.679,0.585,88.2470736,1707.913306,63
AT5G45130,unknown,1,76,90.5,NA,NA,0,0,0,0.812,0.778,0.89,0.806,0.706,0.701,1458.929301,2836.313464,64
AT1G67290,unknown,0.848,7,69.21,0,1,0,0,0,0.694,0.693,0.854,0.757,0.717,0.686,12.15619374,5593.834751,11
AT1G79330,unknown,0.5,6,71.12,NA,NA,0,1,0,0.73,0.703,0.907,0.909,0.816,0.646,11.20814828,205.2592357,11
AT3G18080,unknown,1,48,84.34,0,0,0,1,0,0.835,0.724,0.893,0.833,0.913,0.873,2211.64354,5512.648006,64
AT5G48450,unknown,0.85,39,61.9,0,1,0,0,0,0.854,0.713,0.798,0.666,0.887,0.763,115.9249509,842.7605428,61
AT5G16010,unknown,0.99,1,33.33,0,0,0,0,0,0.733,0.653,0.717,0.707,0.711,0.668,1217.287198,2895.334705,64
AT4G17170,unknown,1,76,87.2,0,0,0,1,0,0.743,0.64,0.829,0.761,0.77,0.73,1635.971061,6105.241845,64
AT1G07700,unknown,0.99,37,41.43,1,0,,,,0.805,0.678,0.707,0.724,0.909,0.917,801.7511768,2002.351754,64
AT1G64760,unknown,,,,0,0,0,0,0,,,,,,,,,
AT3G30540,unknown,,,,1,0,1,0,0,,,,,,,,,
AT5G13580,unknown,0.88,42,71.52,0,0,0,0,0,0.61,0.634,0.861,0.812,0.915,0.886,11.29045861,970.1917174,18
AT5G47960,unknown,,,,0,1,0,0,0,,,,,,,,,
AT1G71330,unknown,,,,0,0,0,0,,,,,,,,,,
AT4G13840,unknown,0.77,4,64.25,0,0,0,0,0,0.783,0.741,0.97,0.909,0.874,0.832,352.2501471,3314.550688,41
AT1G71960,unknown,0.94,42,48.36,0,0,0,0,0,0.866,0.806,0.857,0.805,0.905,0.933,92.94043085,418.429285,58
AT5G10050,unknown,,,,0,0,0,0,0,,,,,,,,,
AT2G26910,unknown,1,42,57.61,0,0,0,0,0,0.783,0.765,0.961,0.929,0.837,0.803,456.3223808,3373.792383,57
AT5G36890,unknown,0.92,48,50.95,0,0,0,0,0,0.917,0.815,0.722,0.61,0.921,0.833,194.9390606,454.6497682,61
AT4G15765,unknown,,,,0,0,0,1,,,,,,,,,,
AT4G19720,unknown,0.43,9,63.21,0,0,0,1,0,0.603,0.561,0.691,0.737,0.773,0.784,6.959484051,41.67054908,5
AT1G19730,unknown,0.97,37,60.68,1,0,0,0,0,0.771,0.628,0.798,0.79,0.819,0.754,348.7260968,2059.541141,64
AT4G12290,unknown,,,,0,0,0,1,0,,,,,,,,,
AT1G17840,unknown,,42,56.72,NA,NA,0,0,0,0.859,0.806,0.956,0.861,0.912,0.841,540.7599906,1718.00918,57
AT3G11980,unknown,0.77,9,47.06,0,0,0,0,0,0.806,0.784,0.773,0.697,0.655,0.558,7.863791179,3343.095401,4
AT5G18670,unknown,0.97,9,38.9,0,0,0,0,0,0.829,0.742,0.747,0.732,0.733,0.738,530.9588747,2433.328041,64
AT3G49220,unknown,0.939,66,72.73,0,0,0,0,0,0.817,0.677,0.764,0.604,0.915,0.687,1228.872865,3470.923926,61
AT3G01270,unknown,0.81,26,78.2,0,0,0,0,0,0.783,0.767,0.761,0.727,0.902,0.822,10.88202096,16916.89789,18
AT4G12270,unknown,0.037,10,73.7,0,0,0,1,0,0.602,0.5,0.77,0.837,0.634,0.5,5.343203074,9.759661711,0
AT1G52340,unknown,,66,48.66,NA,NA,0,0,0,0.817,0.812,0.796,0.67,0.879,0.753,127.611388,386.157514,63
AT1G17270,unknown,,,,0,0,0,0,0,,,,,,,,,
AT1G09880,unknown,,,,NA,NA,0,1,0,,,,,,,,,
AT1G16445,unknown,,,,NA,NA,0,0,1,,,,,,,,,
AT4G09440,unknown,,,,0,0,1,0,0,,,,,,,,,
AT5G42020,unknown,,,,0,0,0,0,0,,,,,,,,,
AT1G67090,unknown,,,,0,0,0,0,0,,,,,,,,,
AT2G38960,unknown,,,,0,0,,,,,,,,,,,,
AT1G15125,unknown,,,,0,0,0,0,0,,,,,,,,,
AT2G35010,unknown,0.98,37,68.46,1,0,0,0,0,0.808,0.777,0.832,0.661,0.724,0.717,249.5596049,510.5157343,63
AT4G16530,unknown,,,,1,0,1,0,0,,,,,,,,,
AT3G46120,unknown,,,,0,0,,0,0,,,,,,,,,
AT4G19640,unknown,1,76,90.5,0,0,0,0,0,0.845,0.75,0.932,0.906,0.932,0.89,1365.283707,4076.745922,64
AT1G72590,unknown,,,,0,0,0,0,0,,,,,,,,,
AT1G75630,unknown,,,,0,0,,,,,,,,,,,,
AT5G03520,unknown,1,76,96.98,0,0,0,1,0,0.633,0.606,0.728,0.619,0.731,0.564,1182.058692,3500.772245,64
AT3G54840,unknown,1,76,59.3,0,0,0,0,0,0.788,0.749,0.832,0.802,0.813,0.761,696.6579093,1230.183086,64
AT4G05160,unknown,1,31,43.98,1,0,0,0,0,0.904,0.794,0.927,0.883,0.879,0.723,676.9102545,1965.492918,64
AT4G19750,unknown,,,,0,0,1,1,0,,,,,,,,,
AT5G06530,unknown,1,42,72.34,0,0,,,,0.754,0.751,0.844,0.77,0.865,0.815,219.6779994,3204.842027,58
AT4G09740,unknown,,,,0,0,0,0,0,,,,,,,,,
AT4G19800,unknown,,,,0,0,0,1,0,,,,,,,,,
AT3G15060,unknown,,76,92.63,0,0,0,0,0,0.767,0.595,0.92,0.716,0.821,0.679,170.7805327,1221.822332,64
AT3G62150,unknown,,,,0,0,0,0,0,,,,,,,,,
AT4G15960,unknown,,,,0,0,0,1,0,,,,,,,,,
AT4G15760,unknown,,,,1,0,0,1,0,,,,,,,,,
AT1G19230,unknown,,10,53.3,0,0,,,,0.849,0.829,0.84,0.802,0.863,0.842,6.527698996,494.3421844,19
AT1G55550,unknown,0.57,23,42.3,0,0,0,0,0,0.656,0.436,0.691,0.776,0.876,0.862,18.02268656,70.92210659,10
AT1G29890,unknown,,,,1,0,,,,,,,,,,,,
AT2G18150,unknown,,,,1,1,0,1,0,,,,,,,,,
AT2G14170,unknown,0.99,14,32.78,1,1,0,0,0,0.879,0.746,0.863,0.84,0.905,0.917,859.4062552,2263.428016,64
AT1G07670,unknown,,,,0,1,0,0,0,,,,,,,,,
AT1G53780,unknown,,,,1,0,,,,,,,,,,,,
AT1G02550,unknown,0.26,2,45.16,0,0,0,0,0,0.727,0.501,0.818,0.721,0.653,0.618,5.283823862,41.86394913,1
AT3G60420,unknown,0.05,3,70.33,0,0,,,,0.793,0.742,0.886,0.812,0.781,0.756,101.7774034,4116.821268,49
AT4G12280,unknown,,,,1,0,0,1,,,,,,,,,,
AT3G44730,unknown,0.818,23,61.25,1,1,0,0,0,0.625,0.567,0.871,0.834,0.706,0.765,21.77907455,247.6411215,27
AT1G63270,unknown,,,,1,0,0,0,1,,,,,,,,,
AT5G59150,unknown,0.98,76,92.63,0,0,0,0,0,0.847,0.841,0.849,0.779,0.893,0.822,525.7714687,1502.492621,64
AT1G48175,unknown,,,,0,0,0,0,1,,,,,,,,,
AT2G29170,unknown,,,,0,0,0,1,,,,,,,,,,
AT3G03640,unknown,,48,58.57,1,0,0,0,0,0.832,0.745,0.768,0.662,0.899,0.797,185.7142879,895.7650124,64
AT4G01820,unknown,,,,0,0,0,1,0,,,,,,,,,
AT1G48700,unknown,,,,0,0,,,,,,,,,,,,
AT2G36910,unknown,1,31,53.29,0,0,0,0,0,0.718,0.699,0.721,0.668,0.82,0.603,864.9229198,4351.389574,63
AT4G33830,unknown,,,,0,0,0,1,0,,,,,,,,,
AT1G70680,unknown,,,,0,0,0,1,0,,,,,,,,,
AT1G66700,unknown,,,,0,0,0,1,0,,,,,,,,,
AT1G01460,unknown,0.7,11,64.42,0,0,0,0,0,0.79,0.784,0.864,0.809,0.649,0.616,5.771796389,6923.556317,5
AT1G30720,unknown,,,,0,1,0,1,0,,,,,,,,,
AT2G15350,unknown,,,,1,1,0,1,0,,,,,,,,,
AT4G34980,unknown,0.98,56,54.37,0,0,0,0,0,0.85,0.719,0.957,0.917,0.856,0.712,569.3226873,3573.671873,61
AT3G06690,unknown,,,,0,1,0,0,,,,,,,,,,
AT2G26740,unknown,,,,0,1,0,1,0,,,,,,,,,
AT5G65730,unknown,1,33,79.25,0,1,0,0,0,0.923,0.933,0.816,0.775,0.875,0.82,829.5529434,3179.890739,48
AT5G16580,unknown,,,,0,0,0,0,,,,,,,,,,
AT1G49300,unknown,1,76,92.23,0,0,0,0,0,0.838,0.762,0.863,0.787,0.835,0.691,914.166054,1851.889549,64
AT3G01980,unknown,0.98,66,31.36,0,0,,,,0.899,0.844,0.94,0.87,0.777,0.664,174.1072549,9327.694158,57
AT2G44470,unknown,,,,1,0,,,,,,,,,,,,
AT2G40230,unknown,0.82,59,41.26,NA,NA,0,0,,0.722,0.617,0.707,0.646,0.797,0.678,45.84134998,363.5840358,52
AT1G76080,unknown,0.99,37,33.02,NA,NA,0,0,0,0.887,0.839,0.707,0.638,0.918,0.814,1371.794376,3727.492618,60
AT5G51480,unknown,0.88,39,83.64,0,0,0,0,0,0.771,0.811,0.72,0.761,0.705,0.855,11.15399129,993.1261412,15
AT2G38390,unknown,,,,1,0,0,1,0,,,,,,,,,
AT3G62170,unknown,0.87,66,69.05,1,0,0,1,0,0.764,0.749,0.849,0.778,0.722,0.684,9.701039833,21576.57031,18
AT4G33840,unknown,,,,0,0,0,1,0,,,,,,,,,
AT4G20840,unknown,0.73,27,86.45,0,0,0,1,0,0.77,0.672,0.87,0.856,0.832,0.712,71.44315064,200.6338475,52
AT1G23480,unknown,0.633,14,71.33,0,1,0,0,0,0.88,0.877,0.88,0.851,0.722,0.706,145.0282318,438.1933184,50
AT3G60970,unknown,,,,0,0,1,0,0,,,,,,,,,
AT4G22080,unknown,,,,1,1,0,1,0,,,,,,,,,
AT1G52280,unknown,0.98,76,94.17,1,1,0,0,0,0.841,0.749,0.738,0.644,0.778,0.716,383.3407349,2060.975029,64
AT4G21000,unknown,,,,0,0,0,1,0,,,,,,,,,
AT5G23940,unknown,0.85,59,33.41,0,0,0,0,0,0.872,0.735,0.909,0.816,0.888,0.732,126.2848116,7132.685168,38
AT3G23730,unknown,0.99,33,86.27,1,1,0,0,0,0.853,0.826,0.795,0.522,0.761,0.697,280.2657174,1692.829478,56
AT3G18820,unknown,1,76,92.23,0,0,0,0,0,0.821,0.761,0.869,0.839,0.723,0.644,1068.909573,2490.866162,64
AT4G33820,unknown,,,,NA,NA,0,1,0,,,,,,,,,
AT4G18350,unknown,0.58,9,73.37,0,0,0,0,0,0.867,0.83,0.987,0.983,0.88,0.813,4.011067714,121.8131722,5
AT5G47520,unknown,0.96,76,64.98,0,0,0,0,0,0.824,0.831,0.661,0.58,0.665,0.625,174.0037825,2307.515575,64
AT2G29290,unknown,0.86,66,83.72,1,0,,,,0.911,0.724,0.953,0.906,0.87,0.661,104.132168,1945.746774,39
AT5G53010,unknown,,,,0,0,0,0,0,,,,,,,,,
AT3G62820,unknown,0.98,19,70.31,0,0,0,0,0,0.835,0.796,0.828,0.772,0.933,0.913,218.9113814,743.4072161,54
AT5G36700,unknown,,,,0,0,1,0,0,,,,,,,,,
AT4G32210,unknown,,,,1,1,1,0,0,,,,,,,,,
AT1G73860,unknown,0.82,23,63.46,0,1,0,0,0,0.64,0.605,0.799,0.83,0.684,0.531,7.647580664,1698.911893,4
AT1G22740,unknown,0.978,76,72.46,0,0,0,0,0,0.838,0.804,0.89,0.795,0.737,0.466,122.9256166,460.1151143,59
AT4G25310,unknown,,,,NA,NA,,1,0,,,,,,,,,
ATMG00516,unknown,,,,0,0,1,,0,,,,,,,,,
ATMG01120,unknown,,,,0,0,1,,0,,,,,,,,,
AT5G44640,unknown,,,,1,1,0,0,0,,,,,,,,,
AT1G66852,unknown,,,,1,0,0,1,0,,,,,,,,,
AT1G66870,unknown,,,,0,1,0,1,0,,,,,,,,,
AT4G25450,unknown,1,31,52.87,0,0,0,0,1,0.706,0.746,0.76,0.822,0.679,0.631,62.04082583,199.620026,59
AT5G49180,unknown,0.78,66,71.93,1,0,0,0,0,0.81,0.775,0.85,0.833,0.811,0.817,6.969277481,5916.433549,15
AT1G05160,unknown,0.88,31,77.07,0,0,0,0,0,0.623,0.679,0.806,0.74,0.67,0.642,63.49542562,1469.77292,64
AT4G26220,unknown,0.95,7,59.73,0,0,0,0,,0.657,0.61,0.93,0.907,0.911,0.843,10.97355907,852.7539753,19
AT5G03340,unknown,1,58,96.41,0,0,0,0,0,0.882,0.685,0.875,0.806,0.863,0.651,141.5953278,328.8354364,64
AT1G69940,unknown,,,,0,0,0,0,0,,,,,,,,,
AT1G09170,unknown,0.359,23,55.72,0,0,0,0,0,0.645,0.555,0.714,0.636,0.838,0.786,6.190900964,595.6261652,6
AT5G07390,unknown,,,,NA,NA,0,0,0,,,,,,,,,
AT4G35860,unknown,,76,87.2,1,0,0,0,,0.801,0.779,0.96,0.939,0.919,0.892,341.6957117,1197.446778,64
AT5G66920,unknown,0.96,39,62.45,1,0,0,0,0,0.903,0.906,0.856,0.649,0.928,0.847,192.9876496,1403.027217,58
AT1G72520,unknown,0.96,6,83.17,1,1,0,0,0,0.847,0.726,0.945,0.837,0.983,0.937,111.2983976,1125.2427,45
AT2G47500,unknown,0.999,23,61.24,1,0,0,0,0,0.819,0.653,0.962,0.925,0.671,0.613,37.71951411,235.1453725,47
AT4G04180,unknown,0.74,58,39.13,0,1,0,0,0,0.812,0.634,0.78,0.811,0.69,0.689,39.89990605,95.18291362,63
AT1G09890,unknown,0.589,8,64.51,0,0,0,1,0,0.77,0.601,0.782,0.653,0.831,0.794,10.84062175,29.3967431,2
AT4G33810,unknown,0.46,11,85.28,0,0,0,1,0,0.767,0.591,0.806,0.758,0.83,0.717,50.42624392,625.4272244,59
AT5G55240,unknown,0.56,8,78.93,0,0,0,0,0,0.685,0.601,0.573,0.57,0.837,0.814,9.668210538,11714.62498,7
AT3G06510,unknown,1,48,31.62,0,0,,,,0.825,0.813,0.871,0.887,0.897,0.899,953.5832169,2318.444908,64
AT1G16920,unknown,1,76,82.03,1,0,0,0,,0.922,0.767,0.853,0.823,0.865,0.804,573.2460763,1536.584222,64
AT4G22690,unknown,,,,1,0,0,1,0,,,,,,,,,
AT4G32320,unknown,0.99,82,41.77,0,0,0,0,1,0.884,0.832,0.858,0.85,0.866,0.624,144.2713015,414.4128511,64
AT5G13700,unknown,,,,0,0,0,0,0,,,,,,,,,
AT1G33800,unknown,0.958,10,81.97,0,0,0,0,0,0.8,0.734,0.675,0.601,0.843,0.844,26.37113056,1353.856354,36
AT1G30100,unknown,0.52,9,73.37,0,0,0,0,0,0.666,0.615,0.801,0.767,0.884,0.736,4.933429369,214.3945063,3
AT3G14140,unknown,,,,0,1,0,1,0,,,,,,,,,
AT3G14150,unknown,,,,0,1,0,1,0,,,,,,,,,
AT2G07741,unknown,,,,0,0,1,0,0,,,,,,,,,
AT1G65970,unknown,,,,0,0,0,1,0,,,,,,,,,
AT2G22620,unknown,,8,65.45,1,0,0,0,0,0.836,0.749,0.884,0.637,0.752,0.686,31.64675868,1582.905167,39
ATMG01080,unknown,,,,NA,NA,1,,0,,,,,,,,,
ATMG01170,unknown,,,,0,0,1,,0,,,,,,,,,
AT3G26140,unknown,0.76,5,70,1,0,0,1,0,0.772,0.71,0.741,0.697,0.816,0.858,5.665519289,1510.427676,7
AT1G06400,unknown,,76,78.24,1,1,0,0,,0.834,0.814,0.928,0.823,0.869,0.783,708.5718487,2642.4607,63
AT4G02780,unknown,0.3,34,34.97,0,1,0,0,0,0.696,0.582,0.766,0.718,0.828,0.833,5.734200346,13.92641725,0
AT5G09290,unknown,,6,70.52,NA,NA,0,0,0,0.777,0.648,0.75,0.617,0.83,0.718,9.311540741,61.19431773,9
AT3G10890,unknown,0.31,8,71.78,0,0,0,1,0,0.793,0.74,0.837,0.812,0.763,0.593,6.086479815,420.9511588,3
AT5G01930,unknown,,,,0,0,0,0,0,,,,,,,,,
AT1G66690,unknown,,,,0,1,0,1,0,,,,,,,,,
AT3G56630,unknown,0.87,34,88.38,0,0,0,0,0,0.789,0.84,0.89,0.822,0.912,0.893,225.6464947,613.5698648,63
AT1G43890,unknown,0.99,76,74,1,0,0,0,0,0.84,0.742,0.916,0.841,0.792,0.746,904.7183195,4186.776528,64
AT1G71690,unknown,0.55,10,66.95,0,0,0,0,0,0.76,0.576,0.871,0.833,0.806,0.735,4.662059735,785.4671191,5
AT3G44870,unknown,,,,0,0,1,1,0,,,,,,,,,
AT3G44860,unknown,,,,0,0,1,1,0,,,,,,,,,
AT2G07687,unknown,,,,1,0,1,0,0,,,,,,,,,
AT2G07695,unknown,,,,0,0,1,0,0,,,,,,,,,
AT3G44560,unknown,0.16,9,85.48,0,0,0,1,0,0.885,0.844,0.953,0.934,0.811,0.77,5.86327162,13.42872619,0
AT5G38410,unknown,,,,NA,NA,,,,,,,,,,,,
AT5G37940,unknown,,,,0,0,1,1,0,,,,,,,,,
AT5G58090,unknown,0.99,88,65.73,0,0,0,0,0,0.745,0.512,0.893,0.694,0.844,0.746,606.7666497,1682.462659,64
AT2G07671,unknown,,,,0,0,1,0,0,,,,,,,,,
AT1G17420,unknown,0.99,6,83.17,0,0,0,0,0,0.727,0.622,0.915,0.859,0.973,0.978,228.2124989,2095.498059,57
AT1G31670,unknown,0.28,10,80.76,0,0,0,1,0,0.58,0.458,0.867,0.819,0.747,0.639,4.755024802,508.8323929,5
AT2G21730,unknown,,,,0,1,1,0,0,,,,,,,,,
AT3G53610,unknown,1,76,95.05,0,0,0,0,0,0.838,0.695,0.808,0.558,0.772,0.761,363.3166685,890.7379597,64
AT4G08390,unknown,0.98,82,83.33,NA,NA,0,0,0,0.753,0.615,0.708,0.631,0.911,0.816,634.8656478,1634.46149,64
AT1G30420,unknown,,,,0,0,0,1,0,,,,,,,,,
AT4G19820,unknown,0.387,9,75.59,0,0,0,1,0,0.779,0.741,0.768,0.557,0.882,0.819,4.613000195,57.85424915,3
AT5G09280,unknown,,,,0,1,0,0,0,,,,,,,,,
AT1G23250,unknown,0.78,8,69.93,NA,NA,0,1,0,0.737,0.698,0.917,0.78,0.613,0.636,11.62035108,375.366621,11
AT5G48930,unknown,0.99,59,40.77,0,0,0,0,0,0.663,0.667,0.859,0.876,0.798,0.832,1311.516122,8477.725448,64
AT2G29310,unknown,0.97,66,84.98,0,0,,1,0,0.917,0.784,0.926,0.849,0.898,0.623,279.9312232,1183.107589,50
AT5G25180,unknown,,,,1,0,0,1,0,,,,,,,,,
AT3G47760,unknown,,,,0,0,1,1,0,,,,,,,,,
AT5G38000,unknown,,,,0,1,1,1,0,,,,,,,,,
AT5G09600,unknown,,,,1,0,1,1,0,,,,,,,,,
AT3G53100,unknown,,,,1,0,0,0,0,,,,,,,,,
AT4G01830,unknown,,,,0,0,0,1,0,,,,,,,,,
AT2G44550,unknown,,,,0,0,0,1,0,,,,,,,,,
AT2G38380,unknown,,,,0,0,0,1,0,,,,,,,,,
AT1G18200,unknown,,76,81.55,1,0,0,0,0,0.66,0.618,0.64,0.522,0.825,0.784,4.194373461,25.96329856,1
AT4G24350,unknown,,3,85.76,0,0,0,1,0,0.958,0.658,0.955,0.857,0.958,0.968,45.75937341,362.4095548,41
AT4G37560,unknown,,2,90.04,1,0,0,1,0,0.869,0.846,0.823,0.776,0.914,0.864,121.3545288,1197.933842,50
AT2G19550,unknown,,,,0,1,0,0,0,,,,,,,,,
AT2G07680,unknown,0.485,16,36.36,0,0,0,0,0,0.87,0.817,0.734,0.704,0.945,0.903,37.93254401,91.58136683,48
AT1G66110,unknown,0.31,14,32.34,1,0,0,1,0,0.68,0.608,0.8,0.739,0.745,0.621,16.24264795,71.41040459,9
AT4G30120,unknown,0.327,8,72.39,1,1,0,1,0,0.772,0.767,0.685,0.532,0.697,0.486,6.986186196,20.88311485,0
AT2G13610,unknown,0.98,42,48.63,0,0,0,0,0,0.773,0.671,0.804,0.765,0.802,0.799,111.6724789,381.3480065,51
AT4G32208,unknown,,,,1,0,0,0,,,,,,,,,,
AT5G18220,unknown,,,,0,0,0,0,0,,,,,,,,,
AT1G14890,unknown,0.97,19,70.2,0,0,0,0,0,0.722,0.501,0.826,0.869,0.734,0.644,184.490418,1210.928267,57
AT1G51680,unknown,0.99,31,82.94,NA,NA,0,0,0,0.82,0.786,0.882,0.893,0.81,0.836,1213.976524,10778.76151,63
AT5G50690,unknown,,,,0,1,1,1,0,,,,,,,,,
AT3G13220,unknown,0.83,42,46.35,0,0,0,0,1,0.847,0.655,0.969,0.956,0.642,0.629,3.264793332,921.2040107,3
AT5G40150,unknown,0.96,82,81.73,0,0,0,0,0,0.861,0.774,0.846,0.754,0.754,0.712,114.7467974,285.9919528,57
AT3G60370,unknown,1,24,38.37,0,0,0,0,0,0.944,0.85,0.957,0.88,0.885,0.809,236.1518161,1073.020289,63
AT5G39950,unknown,,37,53.68,1,1,0,0,0,0.828,0.803,0.803,0.762,0.844,0.71,1450.555157,4557.067264,64
AT4G28320,unknown,,8,82.56,1,1,0,0,0,0.825,0.922,0.73,0.747,0.669,0.609,18.86138091,111.9070795,20
AT2G21045,unknown,0.51,5,47.62,0,0,0,0,0,0.826,0.857,0.78,0.67,0.956,0.936,4.78201324,5215.245168,9
AT1G60530,unknown,,11,91.58,NA,NA,0,1,,0.919,0.884,0.863,0.856,0.842,0.73,8.088086771,28.29990871,1
AT1G14070,unknown,0.76,11,75.99,1,1,0,1,0,0.82,0.836,0.845,0.916,0.763,0.799,7.094475922,114.264593,6
AT4G38300,unknown,,,,0,1,0,0,,,,,,,,,,
AT1G49340,unknown,,,,1,0,,,,,,,,,,,,
AT4G37760,unknown,1,7,80.04,0,0,0,0,0,0.835,0.845,0.929,0.788,0.939,0.957,595.0904041,4560.427736,62
AT2G45750,unknown,0.92,29,69.43,0,0,0,0,0,0.661,0.507,0.879,0.814,0.817,0.731,47.24667004,1421.500775,61
AT4G12320,unknown,,,,0,0,0,1,0,,,,,,,,,
AT4G11050,unknown,0.44,25,77.02,1,1,0,0,0,0.668,0.615,0.803,0.8,0.837,0.824,15.73613525,73.66429985,9
AT4G26140,unknown,0.86,18,81.62,0,0,0,0,0,0.701,0.564,0.714,0.627,0.808,0.797,7.768398352,56.71830359,4
AT1G24735,unknown,,7,62.64,1,0,,,,0.724,0.694,0.66,0.713,0.628,0.711,29.1793882,3782.144714,38
AT5G23970,unknown,0.48,59,43.08,0,1,0,0,0,0.839,0.743,0.919,0.815,0.672,0.655,4.344731413,659.1760662,12
AT5G04310,unknown,0.57,26,67.56,0,0,0,0,0,0.503,0.529,0.818,0.791,0.706,0.619,48.45602232,174.0099777,62
AT4G15230,unknown,0.42,42,87.71,NA,NA,0,1,0,0.486,0.396,0.697,0.578,0.703,0.586,5.773599412,17.76657941,0
AT2G19440,unknown,,,,0,0,0,0,0,,,,,,,,,
AT3G24220,unknown,0.689,9,59.34,0,0,0,0,0,0.852,0.829,0.857,0.839,0.69,0.626,4.634571261,685.7193413,8
AT1G01570,unknown,0.83,12,69.72,0,0,0,0,0,0.776,0.662,0.869,0.746,0.896,0.865,23.58586881,291.3541076,30
AT1G71695,unknown,1,82,46.18,0,0,0,0,0,0.807,0.782,0.921,0.891,0.789,0.534,990.4438073,4567.574611,63
AT2G21890,unknown,,,,NA,NA,1,0,0,,,,,,,,,
AT1G32350,unknown,0.7,6,72.73,NA,NA,0,0,0,0.9,0.905,0.936,0.911,0.789,0.761,7.027871793,1142.74515,12
AT3G58160,unknown,0.809,20,69.16,0,0,0,0,0,0.808,0.7,0.693,0.606,0.836,0.735,13.03570404,529.8258053,6
AT3G21370,unknown,,,,0,0,0,0,0,,,,,,,,,
AT1G79920,unknown,,,,NA,NA,1,1,0,,,,,,,,,
AT1G04600,unknown,0.729,20,77.72,0,0,0,0,0,0.722,0.699,0.848,0.827,0.691,0.619,10.21757103,1047.241326,5
AT5G38430,unknown,,,,1,0,1,1,0,,,,,,,,,
AT5G38420,unknown,,,,1,0,1,1,0,,,,,,,,,
AT4G01700,unknown,,,,0,1,0,0,0,,,,,,,,,
AT2G29605,unknown,,,,0,1,1,0,0,,,,,,,,,
AT1G56410,unknown,0.5,19,89.48,0,1,0,0,0,0.773,0.792,0.728,0.701,0.597,0.5,5.433552248,12.41635666,0
AT4G10230,unknown,,,,0,0,1,0,0,,,,,,,,,
AT2G39980,unknown,,59,60.87,0,0,0,0,0,0.854,0.757,0.658,0.678,0.706,0.752,88.50728942,3339.816701,62
AT2G18140,unknown,,,,0,0,0,1,0,,,,,,,,,
AT5G43660,unknown,,,,NA,NA,,,,,,,,,,,,
AT5G52547,unknown,,,,0,0,,,,,,,,,,,,
AT1G08730,unknown,0.87,20,90.31,0,1,0,0,0,0.576,0.54,0.639,0.624,0.726,0.573,13.65173526,1148.360112,6
AT1G73650,unknown,,3,79.02,1,0,,,,0.838,0.814,0.865,0.863,0.948,0.921,496.115556,1669.181696,63
AT5G50590,unknown,,,,1,0,1,1,0,,,,,,,,,
AT4G03210,unknown,1,33,52.11,1,1,0,0,0,0.902,0.839,0.939,0.811,0.701,0.641,2230.024934,11279.27752,61
AT2G26750,unknown,,,,0,0,0,1,0,,,,,,,,,
AT5G24140,unknown,0.378,7,66,0,0,0,1,0,0.696,0.708,0.65,0.575,0.875,0.809,3.448804264,376.4457296,4
AT1G07890,unknown,0.98,82,77.91,0,0,,,,0.75,0.742,0.808,0.748,0.653,0.568,7531.666512,15164.70497,64
AT2G39350,unknown,,42,81.23,0,0,0,0,0,0.895,0.85,0.849,0.872,0.907,0.931,66.05965646,3606.652722,41
AT2G15390,unknown,0.72,11,76.73,0,1,,,,0.904,0.89,0.905,0.754,0.788,0.77,40.82273935,426.3998292,42
AT1G14190,unknown,,,,1,0,0,1,0,,,,,,,,,
AT3G50560,unknown,0.86,66,25.99,1,0,0,0,1,0.786,0.821,0.723,0.629,0.768,0.762,53.77742646,439.3834222,42
AT4G11350,unknown,0.69,12,78.11,1,0,0,0,0,0.873,0.829,0.857,0.88,0.901,0.899,14.07803503,540.2998791,20
AT2G47750,unknown,0.96,20,55.69,0,0,0,0,0,0.655,0.536,0.816,0.729,0.62,0.584,10.75033779,1472.402154,13
AT1G70250,unknown,0.72,15,64.79,1,1,0,0,0,0.794,0.734,0.868,0.831,0.769,0.749,39.56636242,205.9688858,45
AT1G60740,unknown,,,,0,1,0,0,0,,,,,,,,,
AT4G16165,unknown,,,,0,1,0,0,0,,,,,,,,,
AT5G43350,unknown,,,,0,0,1,1,0,,,,,,,,,
AT1G48930,unknown,0.47,25,57.73,0,0,0,0,0,0.526,0.41,0.942,0.831,0.934,0.821,5.411339282,1030.34534,13
AT1G24380,unknown,,,,0,0,1,0,0,,,,,,,,,
AT3G46830,unknown,1,76,92.63,0,1,0,0,0,0.752,0.377,0.839,0.693,0.778,0.764,343.9936984,813.5790244,64
